company_name,owner_name,trade_type,location,website_url,overall_rating,feedback_pct,review_count,years_experience,phone,verification_status,services,profile_url,source_platform
adb services uk ltd,,Builder,,,,,5299,,,,,https://www.mybuilder.com/profile/adb_services_uk_ltd,mybuilder
buildex construction,,Builder,,,,,5475,,,,,https://www.mybuilder.com/profile/buildex_construction,mybuilder
khsoto,,Builder,,,,,5229,,,,,https://www.mybuilder.com/profile/khsoto,mybuilder
ibathrooms rising methods limited,,Builder,,,,,5191,,,,,https://www.mybuilder.com/profile/ibathrooms-rising-methods-limited,mybuilder
lh builders plumbers,,Builder,,,,,5216,,,,,https://www.mybuilder.com/profile/lh_builders_plumbers,mybuilder
charlierefurb,,Builder,,,,,5280,,,,,https://www.mybuilder.com/profile/charlierefurb,mybuilder
general building plumbing,,Builder,,,,,5543,,,,,https://www.mybuilder.com/profile/general_building_plumbing,mybuilder
radus,,Builder,,,,,598,,,,,https://www.mybuilder.com/profile/radus,mybuilder
obe building ltd,,Builder,,,,,551,,,,,https://www.mybuilder.com/profile/obe-building-ltd,mybuilder
hivecraft london,,Builder,,,,,5414,,,,,https://www.mybuilder.com/profile/hivecraft-london,mybuilder
torc groundworks,,Builder,,,,,52,,,,,https://www.mybuilder.com/profile/torc_groundworks,mybuilder
namiconstructionltd,,Builder,,,,,547,,,,,https://www.mybuilder.com/profile/namiconstructionltd,mybuilder
zenstruction,,Builder,,,,,5753,,,,,https://www.mybuilder.com/profile/zenstruction,mybuilder
uk safety inspections,,Builder,,,,,584,,,,,https://www.mybuilder.com/profile/uk_safety_inspections,mybuilder
wood houses,,Builder,,,,,550,,,,,https://www.mybuilder.com/profile/wood-houses,mybuilder
extensionkings,,Builder,,,,,5102,,,,,https://www.mybuilder.com/profile/extensionkings,mybuilder
greenenvironment,,Builder,,,,,565,,,,,https://www.mybuilder.com/profile/greenenvironment,mybuilder
ged1,,Builder,,,,,537,,,,,https://www.mybuilder.com/profile/ged1,mybuilder
nuway construction,,Builder,,,,,51,,,,,https://www.mybuilder.com/profile/nuway_construction,mybuilder
russell renovation,,Builder,,,,,53,,,,,https://www.mybuilder.com/profile/russell_renovation,mybuilder
sarrani ltd,,Builder,,,,,520,,,,,https://www.mybuilder.com/profile/sarrani_ltd,mybuilder
buzz the handyman,,Builder,,,,,526,,,,,https://www.mybuilder.com/profile/buzz-the-handyman,mybuilder
rc builds,,Builder,,,,,534,,,,,https://www.mybuilder.com/profile/rc_builds,mybuilder
c and c developments,,Builder,,,,,5241,,,,,https://www.mybuilder.com/profile/c_and_c_developments,mybuilder
avantgarde,,Builder,,,,,5139,,,,,https://www.mybuilder.com/profile/avantgarde,mybuilder
dolomite renovations,,Builder,,,,,542,,,,,https://www.mybuilder.com/profile/dolomite_renovations,mybuilder
cb decorating 48,,Builder,,,,,549,,,,,https://www.mybuilder.com/profile/cb_decorating_48,mybuilder
