company_name,owner_name,trade_type,location,website_url,overall_rating,feedback_pct,review_count,years_experience,phone,verification_status,services,profile_url,source_platform
METROPOLITAN MAINTENANCE LTD,,Kitchen Fitter,,,,,14,,,,,https://www.mybuilder.com/profile/alexander-a,mybuilder
Oakleaf Carpentry & Joinery. Co,,Kitchen Fitter,,,,,141,10,,,,https://www.mybuilder.com/profile/oakleaf_carpentry_joinery_co,mybuilder
HS Builders,,Kitchen Fitter,,,,,73,35,,,,https://www.mybuilder.com/profile/hs_builders,mybuilder
dmbuilders,,Kitchen Fitter,,,,,520,,,,,https://www.mybuilder.com/profile/dmbuilders,mybuilder
Handy Andy,,Kitchen Fitter,,,,,4,,,,,https://www.mybuilder.com/profile/handy-andy-9,mybuilder
P. M. C. Building Design,,Kitchen Fitter,Victorian and Edwardia in,,,,55,45,,,,https://www.mybuilder.com/profile/p_m_c_building_design,mybuilder
Delta Plumbing and Delta Secure,,Kitchen Fitter,,,,,47,,,,,https://www.mybuilder.com/profile/delta_plumbing_ltd,mybuilder
Mustafa,,Kitchen Fitter,,,,,39,,,,,https://www.mybuilder.com/profile/mustafa-4,mybuilder
Goodwood Enterprises ltd,,Kitchen Fitter,,,,,67,20,,,,https://www.mybuilder.com/profile/don2800,mybuilder
A m Lambis,,Kitchen Fitter,,,,,7,,,,,https://www.mybuilder.com/profile/a_m_lambis,mybuilder
LANIGAN’S CONSTRUCTION,,Kitchen Fitter,North London and cover,,,,10,,,,,https://www.mybuilder.com/profile/lanigans_construction,mybuilder
Micasa Fix,,Kitchen Fitter,,,,,75,,,,,https://www.mybuilder.com/profile/micasa_rooms_ltd,mybuilder
Avesta Property Maintenance,,Kitchen Fitter,,,,,32,,,,,https://www.mybuilder.com/profile/avesta_property_maintenance,mybuilder
Home and garden builders,,Kitchen Fitter,,,,,2,,,,,https://www.mybuilder.com/profile/home_and_garden_builders,mybuilder
HadleyWoods,,Kitchen Fitter,,,,,2,25,,,,https://www.mybuilder.com/profile/hadleywoods,mybuilder
VCEcarpenter,,Kitchen Fitter,,,,,1,,,,,https://www.mybuilder.com/profile/vcecarpenter,mybuilder
TM Maintenance Ltd.,,Kitchen Fitter,building for,,,,57,,,,,https://www.mybuilder.com/profile/tm_maintenance_ltd,mybuilder
Ionut,,Kitchen Fitter,,,,,48,,,,,https://www.mybuilder.com/profile/ionut03,mybuilder
Rocky’s construction,,Kitchen Fitter,,,,,78,,,,,https://www.mybuilder.com/profile/rockys_construction,mybuilder
Erison’s Painting&Decorating service,,Kitchen Fitter,,,,,1,,,,,https://www.mybuilder.com/profile/erisonsdecorators,mybuilder
hadley home improvements,,Kitchen Fitter,,,,,510,,,,,https://www.mybuilder.com/profile/hadley_home_improvements,mybuilder
Bprime Limited,,Kitchen Fitter,,,,,48,15,,,,https://www.mybuilder.com/profile/bprime,mybuilder
BBSP Bathrooms LTD,,Kitchen Fitter,,,,,14,,,,,https://www.mybuilder.com/profile/bbsp_refurbishment,mybuilder
carpenters,,Kitchen Fitter,,,,,39,,,,,https://www.mybuilder.com/profile/carpenters_11,mybuilder
Caine bespoke joinery,,Kitchen Fitter,,,,,16,,,,,https://www.mybuilder.com/profile/caine_bespoke_joinery,mybuilder
Anson  james,,Kitchen Fitter,,,,,1,,,,,https://www.mybuilder.com/profile/anson-james,mybuilder
EB Services,,Kitchen Fitter,,,,,1,,,,,https://www.mybuilder.com/profile/eb_services,mybuilder
Florjan,,Kitchen Fitter,,,,,6,,,,,https://www.mybuilder.com/profile/florjan,mybuilder
Hamer Carpentry and Joinery,,Kitchen Fitter,,,,,6,,,,,https://www.mybuilder.com/profile/hamer_carpentry_and_joinery,mybuilder
Aureliu-TopArtCraft,,Kitchen Fitter,,,,,566,,,,,https://www.mybuilder.com/profile/aureliu-topartcraft,mybuilder
Westcott Elite Builders,,Kitchen Fitter,,,,,184,,,,,https://www.mybuilder.com/profile/multitrade-tiler,mybuilder
Alexdec87limited,,Kitchen Fitter,,,,,75,,,,,https://www.mybuilder.com/profile/alexdec,mybuilder
Luxury kitchen,,Kitchen Fitter,,,,,11,,,,,https://www.mybuilder.com/profile/luxury-kitchen,mybuilder
Fullerton Joinery Co,,Kitchen Fitter,,,,,46,,,,,https://www.mybuilder.com/profile/fullerton-joinery-co,mybuilder
Convert Extend UK Limited,,Kitchen Fitter,,,,,2,,,,,https://www.mybuilder.com/profile/convert-extend-uk-limited,mybuilder
MSL,,Kitchen Fitter,,,,,66,,,,,https://www.mybuilder.com/profile/msl_23,mybuilder
Belas joinery,,Kitchen Fitter,,,,,12,,,,,https://www.mybuilder.com/profile/belas_joinery,mybuilder
Henrik Alexanian,,Kitchen Fitter,,,,,69,,,,,https://www.mybuilder.com/profile/ruby,mybuilder
ERJ Renovations,,Kitchen Fitter,,,,,3,,,,,https://www.mybuilder.com/profile/cush_home,mybuilder
GREG CONSTRUCTION LTD,,Kitchen Fitter,,,,,1,,,,,https://www.mybuilder.com/profile/greg_construction_ltd,mybuilder
Aldo,,Kitchen Fitter,,,,,4,,,,,https://www.mybuilder.com/profile/aldo_68,mybuilder
Bare Interiors,,Kitchen Fitter,,,,,29,,,,,https://www.mybuilder.com/profile/bare_interiors,mybuilder
R J H Furniture,,Kitchen Fitter,my early,,,,244,,,,,https://www.mybuilder.com/profile/r_j_h_furniture,mybuilder
SDO Property Services,,Kitchen Fitter,,,,,105,,,,,https://www.mybuilder.com/profile/sdoproperty1,mybuilder
EYMB Electrical Installations Ltd,,Kitchen Fitter,,,,,73,,,,,https://www.mybuilder.com/profile/beny1230,mybuilder
Klassy kitchens,,Kitchen Fitter,,,,,21,30,,,,https://www.mybuilder.com/profile/klassy_kitchens,mybuilder
sussex downs construction,,Kitchen Fitter,,,,,53,,,,,https://www.mybuilder.com/profile/sussex_downs_construction,mybuilder
SHRINK CONSTRUCTION LTD,,Kitchen Fitter,,,,,29,,,,,https://www.mybuilder.com/profile/shrink_construction_ltd,mybuilder
David Yacoub,,Kitchen Fitter,,,,,47,,,,,https://www.mybuilder.com/profile/david_yacoub,mybuilder
green builders sussex ltd,,Kitchen Fitter,Brighton,,,,1,,,,,https://www.mybuilder.com/profile/green_builders_sussex_ltd,mybuilder
Woodsketch Ltd,,Kitchen Fitter,,,,,30,,,,,https://www.mybuilder.com/profile/woodsketch_ltd,mybuilder
Mackenzie Custom Carpentry,,Kitchen Fitter,,,,,2,,,,,https://www.mybuilder.com/profile/mackenzie_custom_carpentry,mybuilder
A.M maintenance,,Kitchen Fitter,Brighton,,,,40,,,,,https://www.mybuilder.com/profile/am_maintenance_57,mybuilder
JA Carpentry,,Kitchen Fitter,the central Brighton area,,,,13,,,,,https://www.mybuilder.com/profile/handymanjosh,mybuilder
Almond Gas and Plumbing Services,,Kitchen Fitter,,,,,50,,,,,https://www.mybuilder.com/profile/almond_gas_and_plumbing_services,mybuilder
Simon Burrows,,Kitchen Fitter,,,,,3,,,,,https://www.mybuilder.com/profile/simon_burrows_74,mybuilder
All in 1 Build,,Kitchen Fitter,,,,,30,,,,,https://www.mybuilder.com/profile/all_in_1_build,mybuilder
