company_name,owner_name,trade_type,location,website_url,overall_rating,feedback_pct,review_count,years_experience,phone,verification_status,services,profile_url,source_platform
hy handyman services,,Painter Decorator,,,,,348,,,,,https://www.mybuilder.com/profile/hy-handyman-services,mybuilder
delthepainter,,Painter Decorator,,,,,5461,,,,,https://www.mybuilder.com/profile/delthepainter,mybuilder
adb services uk ltd,,Painter Decorator,,,,,5299,,,,,https://www.mybuilder.com/profile/adb_services_uk_ltd,mybuilder
hmpainters,,Painter Decorator,,,,,5321,,,,,https://www.mybuilder.com/profile/hmpainters,mybuilder
romandeco,,Painter Decorator,,,,,5230,,,,,https://www.mybuilder.com/profile/romandeco,mybuilder
painter success,,Painter Decorator,,,,,5172,,,,,https://www.mybuilder.com/profile/painter_success,mybuilder
ibathrooms rising methods limited,,Painter Decorator,,,,,5191,,,,,https://www.mybuilder.com/profile/ibathrooms-rising-methods-limited,mybuilder
lh builders plumbers,,Painter Decorator,,,,,5216,,,,,https://www.mybuilder.com/profile/lh_builders_plumbers,mybuilder
charlierefurb,,Painter Decorator,,,,,5280,,,,,https://www.mybuilder.com/profile/charlierefurb,mybuilder
bmc painters,,Painter Decorator,,,,,5242,,,,,https://www.mybuilder.com/profile/bmc_painters,mybuilder
yasthepainter,,Painter Decorator,,,,,5232,,,,,https://www.mybuilder.com/profile/yasthepainter,mybuilder
obe building ltd,,Painter Decorator,,,,,551,,,,,https://www.mybuilder.com/profile/obe-building-ltd,mybuilder
ldscontractorsltd,,Painter Decorator,,,,,5141,,,,,https://www.mybuilder.com/profile/ldscontractorsltd,mybuilder
probuilders alliance,,Painter Decorator,,,,,549,,,,,https://www.mybuilder.com/profile/probuilders-alliance,mybuilder
vs7development,,Painter Decorator,,,,,576,,,,,https://www.mybuilder.com/profile/vs7development,mybuilder
chwestend,,Painter Decorator,,,,,5541,,,,,https://www.mybuilder.com/profile/chwestend,mybuilder
frank elliott,,Painter Decorator,,,,,5146,,,,,https://www.mybuilder.com/profile/frank_elliott,mybuilder
zenstruction,,Painter Decorator,,,,,5753,,,,,https://www.mybuilder.com/profile/zenstruction,mybuilder
namiconstructionltd,,Painter Decorator,,,,,547,,,,,https://www.mybuilder.com/profile/namiconstructionltd,mybuilder
jp building services 58,,Painter Decorator,,,,,541,,,,,https://www.mybuilder.com/profile/jp_building_services_58,mybuilder
acmilan,,Painter Decorator,,,,,540,,,,,https://www.mybuilder.com/profile/acmilan,mybuilder
plumb inn services ltd,,Painter Decorator,,,,,559,,,,,https://www.mybuilder.com/profile/plumb-inn_services_ltd,mybuilder
constantin 20,,Painter Decorator,,,,,597,,,,,https://www.mybuilder.com/profile/constantin_20,mybuilder
russell renovation,,Painter Decorator,,,,,53,,,,,https://www.mybuilder.com/profile/russell_renovation,mybuilder
buzz the handyman,,Painter Decorator,,,,,526,,,,,https://www.mybuilder.com/profile/buzz-the-handyman,mybuilder
rc builds,,Painter Decorator,,,,,534,,,,,https://www.mybuilder.com/profile/rc_builds,mybuilder
sarrani ltd,,Painter Decorator,,,,,520,,,,,https://www.mybuilder.com/profile/sarrani_ltd,mybuilder
avantgarde,,Painter Decorator,,,,,5139,,,,,https://www.mybuilder.com/profile/avantgarde,mybuilder
9f86c09c 4421 4f1e a738 ad9576a57ca9,,Painter Decorator,,,,,58,,,,,https://www.mybuilder.com/profile/9f86c09c-4421-4f1e-a738-ad9576a57ca9,mybuilder
eugen 33,,Painter Decorator,,,,,512,,,,,https://www.mybuilder.com/profile/eugen_33,mybuilder
altin tollumi,,Painter Decorator,,,,,5259,,,,,https://www.mybuilder.com/profile/altin_tollumi,mybuilder
constructiverse ltd,,Painter Decorator,,,,,51,,,,,https://www.mybuilder.com/profile/constructiverse_ltd,mybuilder
lance simon,,Painter Decorator,,,,,513,,,,,https://www.mybuilder.com/profile/lance-simon,mybuilder
cb decorating 48,,Painter Decorator,,,,,549,,,,,https://www.mybuilder.com/profile/cb_decorating_48,mybuilder
kdarby maintanace,,Painter Decorator,,,,,513,,,,,https://www.mybuilder.com/profile/kdarby_maintanace,mybuilder
abdul 403,,Painter Decorator,,,,,542,,,,,https://www.mybuilder.com/profile/abdul_403,mybuilder
plasterer 769,,Painter Decorator,,,,,511,,,,,https://www.mybuilder.com/profile/plasterer_769,mybuilder
elvis 63,,Painter Decorator,,,,,51,,,,,https://www.mybuilder.com/profile/elvis_63,mybuilder
dan knight,,Painter Decorator,,,,,529,,,,,https://www.mybuilder.com/profile/dan_knight,mybuilder
atr 99,,Painter Decorator,,,,,522,,,,,https://www.mybuilder.com/profile/atr_99,mybuilder
painthomes,,Painter Decorator,,,,,566,,,,,https://www.mybuilder.com/profile/painthomes,mybuilder
