company_name,owner_name,trade_type,location,website_url,overall_rating,feedback_pct,review_count,years_experience,phone,verification_status,services,profile_url,source_platform
ACD Plumbing Services,,Heating Engineer,,,,,222,,,,,https://www.mybuilder.com/profile/acdplumbing,mybuilder
T.M plumbing and heating,,Heating Engineer,domestic and commercial dwellings,,,,090,,,,,https://www.mybuilder.com/profile/tm_plumbing_and_heating_21,mybuilder
samandi plumbing and heating,,Heating Engineer,,,,,967,5,,,,https://www.mybuilder.com/profile/plumbing_26,mybuilder
Steve's plumbing and heating services ltd,,Heating Engineer,,,,,499,,,,,https://www.mybuilder.com/profile/steves_plumbing_and_heating_services_ltd,mybuilder
Stephens Solutions,,Heating Engineer,,,,,742,,,,,https://www.mybuilder.com/profile/stephens_solutions,mybuilder
Singh & sons heating services,,Heating Engineer,,,,,307,,,,,https://www.mybuilder.com/profile/kemat,mybuilder
Gas safety medic,,Heating Engineer,,,,,323,,,,,https://www.mybuilder.com/profile/gas_safety_medic,mybuilder
MJ Heating and Plumbing Service,,Heating Engineer,,,,,370,,,,,https://www.mybuilder.com/profile/mjheatinhandplumbing,mybuilder
Rm drainage and plumbing ltd,,Heating Engineer,,,,,084,,,,,https://www.mybuilder.com/profile/rm_drainage_and_plumbing_ltd,mybuilder
NXG Heating,,Heating Engineer,,,,,308,,,,,https://www.mybuilder.com/profile/nxg_heating,mybuilder
Michael,,Heating Engineer,,,,,527,20,,,,https://www.mybuilder.com/profile/michael_164,mybuilder
LH Builders & Plumbers,,Heating Engineer,,,,,216,,,,,https://www.mybuilder.com/profile/lh_builders_plumbers,mybuilder
Kodi,,Heating Engineer,,,,,141,7,,,,https://www.mybuilder.com/profile/kodi,mybuilder
ASAR PLUMBING AND BUILDING,,Heating Engineer,,,,,543,,,,,https://www.mybuilder.com/profile/general_building_plumbing,mybuilder
Plumbing and heating services,,Heating Engineer,,,,,90,,,,,https://www.mybuilder.com/profile/plumbing-and-heating-services,mybuilder
