company_name,owner_name,trade_type,location,website_url,overall_rating,feedback_pct,review_count,years_experience,phone,verification_status,services,profile_url,source_platform
TK ELECTRICAL,,Electrician,Bromley,,,,13,15,,,,https://www.mybuilder.com/profile/tk_electrical,mybuilder
C.C. Electrical Connections,,Electrician,,,,100,386,,,,,https://www.mybuilder.com/profile/cc_electrical_connections,mybuilder
E&H Electrical,,Electrician,,,,,172,,,,,https://www.mybuilder.com/profile/edelec,mybuilder
Delta Electrical Solutions Ltd,,Electrician,,,,,120,,,,,https://www.mybuilder.com/profile/gn_electrical_81,mybuilder
KUSHI ELECTRICS,,Electrician,,,,,30,,,,,https://www.mybuilder.com/profile/kushi_electrics,mybuilder
CIS London,,Electrician,,,,,239,15,,,,https://www.mybuilder.com/profile/cis_london,mybuilder
SM electrical,,Electrician,,,,,402,,,,,https://www.mybuilder.com/profile/sm-electrical-11,mybuilder
Handy Andy,,Electrician,,,,,4,,,,,https://www.mybuilder.com/profile/handy-andy-9,mybuilder
HCG Electricals Ltd,,Electrician,,,,,32,,,,,https://www.mybuilder.com/profile/hcg_electricals,mybuilder
Direct Electrical Contractors (London) Ltd,,Electrician,,,,,4,30,,,,https://www.mybuilder.com/profile/direct-electrical-contractors-london-ltd,mybuilder
Enfield services,,Electrician,,,,,49,,,,,https://www.mybuilder.com/profile/enfield_services,mybuilder
Avesta Property Maintenance,,Electrician,,,,,32,,,,,https://www.mybuilder.com/profile/avesta_property_maintenance,mybuilder
Goodwood Enterprises ltd,,Electrician,,,,,67,20,,,,https://www.mybuilder.com/profile/don2800,mybuilder
AP Electrical,,Electrician,,,,,3,,,,,https://www.mybuilder.com/profile/ap_electrical_80,mybuilder
electrical services 365,,Electrician,,,,,41,,,,,https://www.mybuilder.com/profile/electrical_services_365,mybuilder
Eugene's Art and Craft,,Electrician,,,,,1,,,,,https://www.mybuilder.com/profile/eugenes_art_and_craft,mybuilder
3 Wires Electricians Ltd,,Electrician,sensitive areas without supervision,,,,3,,,,,https://www.mybuilder.com/profile/3-wires-electricians-ltd,mybuilder
Anode Electrical Limited,,Electrician,,,,,106,,,,,https://www.mybuilder.com/profile/can_electrical,mybuilder
Davoud Barani,,Electrician,,,,,13,,,,,https://www.mybuilder.com/profile/davoud_barani,mybuilder
S&E Electrical Solutions Ltd,,Electrician,,,,,100,,,,,https://www.mybuilder.com/profile/se_electrical_solution,mybuilder
ali abusalem,,Electrician,,,,,51,,,,,https://www.mybuilder.com/profile/ali-abusalem,mybuilder
cristian sburlea,,Electrician,,,,,52,,,,,https://www.mybuilder.com/profile/cristian-sburlea,mybuilder
Electrical Global Management LTD,,Electrician,,,,,333,,,,,https://www.mybuilder.com/profile/electrical-global-management-ltd,mybuilder
HB electrical,,Electrician,,,,,160,,,,,https://www.mybuilder.com/profile/hb_electrical_97,mybuilder
a2z electrical,,Electrician,,,,,5118,,,,,https://www.mybuilder.com/profile/a2z-electrical,mybuilder
kmh electrical solutions ltd,,Electrician,,,,,54,,,,,https://www.mybuilder.com/profile/kmh_electrical_solutions_ltd,mybuilder
Multiservice Solutions LTD,,Electrician,,,,,9,,,,,https://www.mybuilder.com/profile/multiservice-solutions-ltd,mybuilder
RP Electrical Services,,Electrician,,,,,4,,,,,https://www.mybuilder.com/profile/rp_electrical_services_60,mybuilder
Fabrizio,,Electrician,,,,,1,,,,,https://www.mybuilder.com/profile/fabrizio_79,mybuilder
Juan pradas,,Electrician,,,,,18,20,,,,https://www.mybuilder.com/profile/juan_pradas,mybuilder
gabyenergy ltd,,Electrician,,,,,5166,,,,,https://www.mybuilder.com/profile/gabyenergy_ltd,mybuilder
EYMB Electrical Installations Ltd,,Electrician,,,,,73,,,,,https://www.mybuilder.com/profile/beny1230,mybuilder
Jack Colby,,Electrician,"Kent involving domestic, commercial",,,,1,,,,,https://www.mybuilder.com/profile/jack-colby,mybuilder
Simpsons Of Sussex Electrical Limited,,Electrician,,,,,64,,,,,https://www.mybuilder.com/profile/simpsons_of_sussex_electrical,mybuilder
Madron Electrical,,Electrician,,,,,2,,,,,https://www.mybuilder.com/profile/madron-electrical,mybuilder
nrelectrical services,,Electrician,,,,,576,,,,,https://www.mybuilder.com/profile/nrelectrical_services,mybuilder
reidelectrics,,Electrician,,,,,5676,,,,,https://www.mybuilder.com/profile/reidelectrics,mybuilder
hbm electrical,,Electrician,,,,,529,,,,,https://www.mybuilder.com/profile/hbm_electrical,mybuilder
alexclifford,,Electrician,,,,,58,,,,,https://www.mybuilder.com/profile/alexclifford,mybuilder
shrink construction ltd,,Electrician,,,,,529,,,,,https://www.mybuilder.com/profile/shrink_construction_ltd,mybuilder
J.F.Coles Electrical,,Electrician,,,,,9,,,,,https://www.mybuilder.com/profile/j-f-coles-electrical,mybuilder
phazed out electrical,,Electrician,,,,,512,,,,,https://www.mybuilder.com/profile/phazed_out_electrical,mybuilder
dan read,,Electrician,,,,,519,,,,,https://www.mybuilder.com/profile/dan_read,mybuilder
Smart fix,,Electrician,,,,,1,,,,,https://www.mybuilder.com/profile/smart-fix-1,mybuilder
Mjk electrical,,Electrician,,,,,6,,,,,https://www.mybuilder.com/profile/mjk_electrical_10,mybuilder
KMR Electrical,,Electrician,,,,,5,,,,,https://www.mybuilder.com/profile/kmr_electrical,mybuilder
M.K.Electrical,,Electrician,,,,,7,,,,,https://www.mybuilder.com/profile/mowglilad,mybuilder
CWG Electrical.,,Electrician,,,,,17,,,,,https://www.mybuilder.com/profile/cwg-electrical,mybuilder
SEB ELECTRICS LTD,,Electrician,,,,,198,,,,,https://www.mybuilder.com/profile/seb_electrics,mybuilder
Hopkins Electrical,,Electrician,"Reading, offering",,,,96,,,,,https://www.mybuilder.com/profile/hopkins_electrical,mybuilder
liam 18,,Electrician,,,,,59,,,,,https://www.mybuilder.com/profile/liam-18,mybuilder
sparkshire electrical,,Electrician,,,,,51,,,,,https://www.mybuilder.com/profile/sparkshire_electrical,mybuilder
yanakov,,Electrician,,,,,54,,,,,https://www.mybuilder.com/profile/yanakov,mybuilder
Opec Home Solutions,,Electrician,,,,,27,20,,,,https://www.mybuilder.com/profile/opec_home_solutions,mybuilder
arsene pro fix,,Electrician,,,,,54,,,,,https://www.mybuilder.com/profile/arsene-pro-fix,mybuilder
All Electrics And Building Management Limited,,Electrician,Reading and cover,,,,1,30,,,,https://www.mybuilder.com/profile/all-electrics-and-building-management-limited,mybuilder
