company_name,owner_name,trade_type,location,website_url,overall_rating,quality_rating,reliability_rating,communication_rating,review_count,years_on_checkatrade,vat_number,is_ltd,free_estimates,emergency_callout,profile_url,handle
"LXM Building Services Ltd","Mr Inglian","Builder","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=b81110a8-6804-4770-bfc9-a49944d9ab66&cat_web_session_id=aacc7414-9194-4c7b-9090-815169e17a4f&banner_location=header",9.92,9.75,10,10,8,2,"426885949",Yes,Yes,Yes,"https://www.checkatrade.com/trades/lxmbuildingservicesltd",lxmbuildingservicesltd
"Building Bulls Ltd","Mr Dev","Builder","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=b81110a8-6804-4770-bfc9-a49944d9ab66&cat_web_session_id=aacc7414-9194-4c7b-9090-815169e17a4f&banner_location=header",9.9,10,9.86,9.86,7,,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/buildingbullsltd",buildingbullsltd
"DPR Design & Build","Mr Przemyslaw","Builder","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=b81110a8-6804-4770-bfc9-a49944d9ab66&cat_web_session_id=aacc7414-9194-4c7b-9090-815169e17a4f&banner_location=header",9.33,9.67,9.33,9,3,2025,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/dprdesignbuild",dprdesignbuild
"Ellian AB Construction Ltd","Mr Francisc","Builder","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=b81110a8-6804-4770-bfc9-a49944d9ab66&cat_web_session_id=aacc7414-9194-4c7b-9090-815169e17a4f&banner_location=header",0,,,,0,,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/ellianabconstructionltd",ellianabconstructionltd
"Abaco Marea","Mr Alin","Builder","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=b81110a8-6804-4770-bfc9-a49944d9ab66&cat_web_session_id=aacc7414-9194-4c7b-9090-815169e17a4f&banner_location=header",9.92,10,10,9.75,110,8,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/abacomarea",abacomarea
"Jb Fit-out Ltd","","Builder","you again","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=b81110a8-6804-4770-bfc9-a49944d9ab66&cat_web_session_id=aacc7414-9194-4c7b-9090-815169e17a4f&banner_location=header",8.95,8.57,8.57,9.71,42,5,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/jbfitout",jbfitout
"Illustrious Interiors Ltd","Mr Jacek","Builder","Golders Green","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=b81110a8-6804-4770-bfc9-a49944d9ab66&cat_web_session_id=aacc7414-9194-4c7b-9090-815169e17a4f&banner_location=header",10,10,10,10,20,4,"297370464",Yes,Yes,Yes,"https://www.checkatrade.com/trades/illustriousinteriorsltd",illustriousinteriorsltd
"Bme Builders Ltd","Mr Metush","Builder","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=b81110a8-6804-4770-bfc9-a49944d9ab66&cat_web_session_id=aacc7414-9194-4c7b-9090-815169e17a4f&banner_location=header",9.89,9.83,9.83,10,9,1,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/bmebuilders",bmebuilders
"Absolute World Ltd","Mr Pavel","Builder","London with","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=b81110a8-6804-4770-bfc9-a49944d9ab66&cat_web_session_id=aacc7414-9194-4c7b-9090-815169e17a4f&banner_location=header",10,10,10,10,30,5,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/absoluteworld1023739",absoluteworld1023739
"Property Repair London Ltd","Mr Osman","Builder","London and","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=b81110a8-6804-4770-bfc9-a49944d9ab66&cat_web_session_id=aacc7414-9194-4c7b-9090-815169e17a4f&banner_location=header",10,10,10,10,11,1,"498474719",Yes,Yes,Yes,"https://www.checkatrade.com/trades/propertyrepairlondonltd",propertyrepairlondonltd
"Hac Construction Limited","Mr Avni","Builder","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=b81110a8-6804-4770-bfc9-a49944d9ab66&cat_web_session_id=aacc7414-9194-4c7b-9090-815169e17a4f&banner_location=header",9.91,,,,15,4,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/hacconstruction372904",hacconstruction372904
