company_name,owner_name,trade_type,location,website_url,overall_rating,quality_rating,reliability_rating,communication_rating,review_count,years_on_checkatrade,vat_number,is_ltd,free_estimates,emergency_callout,profile_url,handle
"View Glassworks Ltd","Tina Wye","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.81,9.82,9.75,9.86,44,1,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/viewglassworksltd",viewglassworksltd
"Hamilton Glass Products Ltd","Mr Brian","Glass","the communities","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.94,9.96,9.93,9.93,916,18,"493713327",Yes,Yes,Yes,"https://www.checkatrade.com/trades/hamiltonglassproducts",hamiltonglassproducts
"GEO GLAZE LTD","Kai Vierira","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.82,9.97,9.83,9.97,150,4,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/geoglazeltd",geoglazeltd
"Britannia Glass & Glazing Ltd","Mr Steven","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.88,9.82,9.91,9.91,11,1,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/britanniaglassglazingltd",britanniaglassglazingltd
"Sam's Glass & Glazing Ltd","Mr Muhammad","Glass","London and","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.77,9.74,9.78,9.79,250,3,"421961113",Yes,Yes,Yes,"https://www.checkatrade.com/trades/samsglassglazingltd",samsglassglazingltd
"Gru Co Limited","Mr Eyup","Glass","London","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",10,10,10,10,6,2,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/grucolimited",grucolimited
"AA Windows & Doors, Installs & Repairs","Mr Sonny","Glass","Sutton and","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.95,9.9,9.95,10,120,3,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/aawindowsdoorsinstallsrepairs",aawindowsdoorsinstallsrepairs
"Expert Glazing London Ltd","Mr Dhruv","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.73,9.73,9.68,9.77,33,1,"502175039",Yes,Yes,Yes,"https://www.checkatrade.com/trades/expertglazinglondonltd",expertglazinglondonltd
"Alltype Glazing Limited","Mr Michael","Glass","CARSHALTON and","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.89,9.9,9.9,9.87,101,2,"479684027",Yes,Yes,Yes,"https://www.checkatrade.com/trades/alltypeglazing1119424",alltypeglazing1119424
"All Emergency Services Limited","Mr Robert","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",10,10,10,10,1,1,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/allemergencyserviceslimited",allemergencyserviceslimited
"LuxeGlass Co","Mr Sukhprit","Glass","the art","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.88,9.88,9.88,9.88,14,1,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/luxeglassco",luxeglassco
"Wallington Glass Ltd","Mr Kenny","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.74,9.69,9.77,9.77,97,9,"156547291",Yes,Yes,Yes,"https://www.checkatrade.com/trades/wallingtonglassltd",wallingtonglassltd
"A M Glass & Mirror Ltd","Mr Arunas","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",,,,,30,12,"173897162",Yes,Yes,Yes,"https://www.checkatrade.com/trades/amglassandmirrorltd",amglassandmirrorltd
"ET Glazing","Mr Erikas","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",10,10,10,10,44,4,"",Yes,No,Yes,"https://www.checkatrade.com/trades/etglazing1075085",etglazing1075085
"Sash Window Wizard","Mr Andy","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.89,,,,299,15,"314971693",Yes,No,Yes,"https://www.checkatrade.com/trades/sashwindowwizard",sashwindowwizard
"First Direct Glass Limited","Mr John","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.86,9.95,9.84,9.77,108,2,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/firstdirectglasslimited",firstdirectglasslimited
"Allseal Glass Limited","Mr Gerry","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.78,9.67,10,9.67,74,8,"440248225",Yes,Yes,Yes,"https://www.checkatrade.com/trades/allsealglass",allsealglass
"Abbey Cross Glass Ltd","Mr. Terry Jolley","Glass","London","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",10,10,10,10,64,5,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/abbeycrossglassltd",abbeycrossglassltd
"Select A Glass","Mr Ebrahim","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.83,9.88,9.88,9.75,17,2,"",No,Yes,Yes,"https://www.checkatrade.com/trades/selectaglass",selectaglass
"Accurate Glaziers Ltd","Mr Barry","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.9,9.89,9.89,9.93,325,10,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/accurateglass",accurateglass
"Windowfix Services Limited","Mr Grant","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.98,9.98,9.97,10,345,10,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/windowfixservcieslimited",windowfixservcieslimited
"Cox’s Glass & Glazing Ltd","Mr Ronnie","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",10,10,10,10,111,4,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/coxsglassandglazing",coxsglassandglazing
"Tucker Glass & Glazing","Mr Danny","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",10,10,10,10,131,10,"335724162",No,Yes,Yes,"https://www.checkatrade.com/trades/tuckerglassandglazing",tuckerglassandglazing
"Inner London Glass","Mr Nicky","Glass","south London","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",10,10,10,10,39,7,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/innerlondonglass",innerlondonglass
"D&D GLASSWORKS","Mr Damian","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",10,10,10,10,3,1,"",Yes,No,Yes,"https://www.checkatrade.com/trades/ddglassworks5929892",ddglassworks5929892
"Novo Glass","Mr Nicholas","Glass","Hemel Hempstead","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.93,10,10,9.8,5,1,"",Yes,No,Yes,"https://www.checkatrade.com/trades/novoglass",novoglass
"B and M Glazing Limited","Mr David","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.67,9,10,10,126,13,"791991180",Yes,Yes,Yes,"https://www.checkatrade.com/trades/bandmglazing",bandmglazing
"SOS Glazing and Locks","Mr Shaun","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.65,9.67,9.67,9.62,228,9,"",No,Yes,Yes,"https://www.checkatrade.com/trades/sosglazingandlocks",sosglazingandlocks
"Glass Crafters Ltd","Mr Andrea","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",10,10,10,10,18,2,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/glasscraftersltd",glasscraftersltd
"24 Hour Glazing Control","Mr Presley","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.78,10,9.67,9.67,81,8,"",No,Yes,Yes,"https://www.checkatrade.com/trades/24hourglazingcontrol",24hourglazingcontrol
"Visiontech Glass & Glazing Ltd","Mr Paul","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.96,9.89,10,10,78,16,"972438886",Yes,Yes,Yes,"https://www.checkatrade.com/trades/visiontechglassandglazing",visiontechglassandglazing
"Original Stained Glass & Glazing Company","Mr Tyrone","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",10,10,10,10,58,10,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/originalstainedglassandglaz",originalstainedglassandglaz
"Red Ant LTD","Andrii Orlov","Glass","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.89,9.83,9.89,9.94,35,1,"",Yes,No,Yes,"https://www.checkatrade.com/trades/redantltd",redantltd
"Pearson Glazing Limited","Mr Mark","Glass","Peckham in","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=ec26dbe1-43c1-49a7-9867-e86747d3abc7&cat_web_session_id=2c2923db-6fe4-41ee-a0a8-e4be566319f9&banner_location=header",9.97,10,10,9.92,162,11,"626644430",Yes,No,Yes,"https://www.checkatrade.com/trades/pearsonglazing",pearsonglazing
