company_name,owner_name,trade_type,location,website_url,overall_rating,quality_rating,reliability_rating,communication_rating,review_count,years_on_checkatrade,vat_number,is_ltd,free_estimates,emergency_callout,profile_url,handle
"K&K Groundwork’s","","Groundworks","","",,,,,,,"",No,No,No,"https://www.checkatrade.com/trades/kandkgroundworks",kandkgroundworks
"Berkshire Building Solutions Limited","Mr John","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.44,9.67,9,9.67,158,13,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/berkshirebuildingsolutions",berkshirebuildingsolutions
"Vadym Kutsak","Mr Vadym","Groundworks","London and","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",,,,,,1,"",No,Yes,Yes,"https://www.checkatrade.com/trades/vadymkutsak",vadymkutsak
"All County Group Ltd","Mr Casey","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",8.79,9,8.63,8.75,55,4,"403111273",Yes,Yes,Yes,"https://www.checkatrade.com/trades/allcountygroup",allcountygroup
"Skippy Grabs & Groundworks Limited","Mrs Lucy","Groundworks","Essex","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,12,3,"",Yes,No,Yes,"https://www.checkatrade.com/trades/skippygrabsandgroundworkslimited",skippygrabsandgroundworkslimited
"Alkod Building Construction LTD","Mr. Samer Alkod","Groundworks","residential and","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,24,5,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/alkodbuildingconstructionltd",alkodbuildingconstructionltd
"OWA Construction Ltd","Mr Oli","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,27,6,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/owaconstructionltd",owaconstructionltd
"Jw Construction & Civil Engineering Ltd","Mr. Ashlee Jones","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.89,9.67,10,10,23,5,"321946506",Yes,No,Yes,"https://www.checkatrade.com/trades/jwconstructionandcivilengineeringltd",jwconstructionandcivilengineeringltd
"Mirand Ferizolli","Mr Mirand","Groundworks","Walton on","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.98,9.93,10,10,14,1,"",Yes,No,Yes,"https://www.checkatrade.com/trades/mirandferizolli",mirandferizolli
"The Sheridan Group Ltd","Mr James","Groundworks","it","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.32,9.37,9.26,9.32,19,1,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/thesheridangroupltd",thesheridangroupltd
"Empire Groundworks Limited","Mrs Clare","Groundworks","Bristol and","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.96,,,,38,1,"",Yes,No,Yes,"https://www.checkatrade.com/trades/empiregroundworkslimited",empiregroundworkslimited
"SA Clearance and Removals LTD","Mr Scott","Groundworks","Bristol with","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.96,10,9.88,10,38,2,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/saclearanceandremovalsltd",saclearanceandremovalsltd
"M.A.K.Groundworks","Mr. Michael Kibbey","Groundworks","my extra","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,18,6,"",Yes,No,Yes,"https://www.checkatrade.com/trades/makgroundworks",makgroundworks
"WW Contracts Ltd","Mr Walter","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.5,9.5,9.5,9.5,4,2,"",Yes,No,Yes,"https://www.checkatrade.com/trades/wwcontractsltd",wwcontractsltd
"Jor Groundworks And Driveways Ltd","Mr David","Groundworks","Winchester we","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,31,2,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/jorgroundworksanddriveways",jorgroundworksanddriveways
"Austin And Farrar","Mr Steve","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",0,,,,5,6,"284211026",Yes,Yes,Yes,"https://www.checkatrade.com/trades/austinandfarrar",austinandfarrar
"Hrh Construction Ltd","Mr Michael","Groundworks","all aspects","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.83,10,10,9.5,27,3,"343679963",Yes,Yes,Yes,"https://www.checkatrade.com/trades/hrhconstructionltd",hrhconstructionltd
"MC Groundworks LTD","Mr. Matthew Courtney","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,28,5,"",Yes,No,Yes,"https://www.checkatrade.com/trades/mcgroundworksltd1022267",mcgroundworksltd1022267
"A Class Construction Southern Ltd","Mr. Craig Farmer","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,131,14,"200410393",Yes,Yes,Yes,"https://www.checkatrade.com/trades/aclassconstructionsouthernltd",aclassconstructionsouthernltd
"D Dunn Ground Works","Mr David","Groundworks","all aspects","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.92,10,9.88,9.88,111,12,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/ddunngroundworks",ddunngroundworks
"Braymont Construction Limited","Mr David","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.46,9.63,9.5,9.25,34,6,"",Yes,No,Yes,"https://www.checkatrade.com/trades/braymontconstructionlimited",braymontconstructionlimited
"G.m.p Contractors Limited","Mr George","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,6,2,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/gmpcontractors",gmpcontractors
"West Berks","Mr Alan","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,13,2,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/westberks",westberks
"JLS Construction And Groundworks","Mr Jordon","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.93,10,10,9.8,34,2,"",Yes,No,Yes,"https://www.checkatrade.com/trades/jlsconstructionandgroundworks",jlsconstructionandgroundworks
"Obsidian Groundworks & Civil Engineers Ltd","Mr Alan","Groundworks","East Sussex","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,,,,3,6,"",Yes,No,Yes,"https://www.checkatrade.com/trades/obsidiangroundworksandcivilengineersltd",obsidiangroundworksandcivilengineersltd
"P A Morgan & Son Groundwork, Building & Mini Digger Hire","Mr. Paul Morgan","Groundworks","Eastbourne","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,115,14,"922097529",Yes,Yes,Yes,"https://www.checkatrade.com/trades/pamorganandsongroundwork",pamorganandsongroundwork
"Spendex Construction LTD","Mr Tony","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.81,,,,55,12,"162617610",Yes,Yes,Yes,"https://www.checkatrade.com/trades/spendexconstructionltd",spendexconstructionltd
"D.Mackenzie Mini Digger and Driver Hire","Mr Danny","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,4,3,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/dmackenzieminidiggeranddriverhire1091837",dmackenzieminidiggeranddriverhire1091837
"Bulldog Ground Works Ltd","Mr Michael","Groundworks","West Sussex","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.89,9.83,10,9.83,54,6,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/bulldoggroundworks424126",bulldoggroundworks424126
"Elite Groundworks Ltd","Mr Charley","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.83,10,9.5,10,23,8,"319104527",Yes,Yes,Yes,"https://www.checkatrade.com/trades/elitegroundworks",elitegroundworks
"AA Contractors Southern Limited","Mr Lorenzo","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",,,,,,1,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/aacontractorssouthernlimited",aacontractorssouthernlimited
"Ethrob Groundworks & Civil Engeneering Ltd","Mr Paul","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.95,9.86,10,10,33,3,"436756368",Yes,Yes,Yes,"https://www.checkatrade.com/trades/ethrobgroundworksandcivilengeneering",ethrobgroundworksandcivilengeneering
"O'callaghan Construction Limited","Mr Ken","Groundworks","Bournemouth","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,,,,5,,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/ocallaghanconstruction",ocallaghanconstruction
"Pinnacle Landscaping And Groundworks","Mr Connor","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,77,8,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/royalpatiosandpaving",royalpatiosandpaving
"Absolute Armour & Sons","Mr John","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,192,15,"153053441",Yes,Yes,Yes,"https://www.checkatrade.com/trades/absolutearmourandsons",absolutearmourandsons
"STREET GROUNDWORKS","Mr. Chris Street","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,24,5,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/streetgroundworks1030815",streetgroundworks1030815
"Paverose Civils","Mr Mohammed","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",0,0,0,,13,2,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/paverosecivils",paverosecivils
"Grace Groundworks & Construction Ltd","Mr Liam","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,5,2,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/gracegroundworksandconstruction",gracegroundworksandconstruction
"B.R Groundworks and Construction","Mr Bradley","Groundworks","Brightlingsea Colchester","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.67,9,10,10,2,2,"",No,Yes,Yes,"https://www.checkatrade.com/trades/brgroundworksandconstruction",brgroundworksandconstruction
"Pure Groundworks","Mr Florentin","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",0,,,,13,2,"",Yes,No,Yes,"https://www.checkatrade.com/trades/puregroundworks",puregroundworks
"DRJ GROUNDWORK & CONSTRUCTION","Mr Daniel","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,7,1,"",No,Yes,Yes,"https://www.checkatrade.com/trades/drjgroundworkandconstruction",drjgroundworkandconstruction
"HOLBY - Construction and Groundworks","Mr Bobby","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.69,9.57,9.64,9.86,27,1,"",No,Yes,Yes,"https://www.checkatrade.com/trades/holbyconstructionandgroundworks",holbyconstructionandgroundworks
"Longlevens Contracts","Mr Graham","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.78,9.67,10,9.67,54,13,"251506627",Yes,Yes,Yes,"https://www.checkatrade.com/trades/longlevenscontracts",longlevenscontracts
"J.Tierney Landscapes","Mr Joby","Groundworks","Surrey and","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,52,4,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/jtierneylandscapes",jtierneylandscapes
"Surrey Groundwork Contractors","Mr Martin","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.89,9.67,10,10,34,7,"321374236",Yes,Yes,Yes,"https://www.checkatrade.com/trades/surreygroundworkcontractors",surreygroundworkcontractors
"L A Groundwork & Building Services","Mr Lee","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,88,10,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/lagroundworkandbuildingservices158055",lagroundworkandbuildingservices158055
"WILIS HOMES LTD","Mr Phillip","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.67,9.17,9.83,10,99,9,"332990001",Yes,Yes,Yes,"https://www.checkatrade.com/trades/wilishomesltd",wilishomesltd
"D B S Groundworks & Fencing","Mr Daniel","Groundworks","and frame","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,75,11,"247626094",Yes,Yes,Yes,"https://www.checkatrade.com/trades/dbsgroundworkersltd",dbsgroundworkersltd
"Surrey Groundwork’s and civil engineering limited","Mr Thomas","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.89,,,,34,,"",Yes,No,Yes,"https://www.checkatrade.com/trades/surreygroundworksandcivilengineeringlimited",surreygroundworksandcivilengineeringlimited
"Judge Building Services - J.B.S","Mr Joseph","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",,,,,,3,"",No,Yes,Yes,"https://www.checkatrade.com/trades/judgebuildingservicesjbs1087387",judgebuildingservicesjbs1087387
"MC PAVING LIMITED","Mr Michael","Groundworks","St Albans","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.94,9.83,10,10,13,2,"",Yes,No,Yes,"https://www.checkatrade.com/trades/mcpavinglimited",mcpavinglimited
"Green Power Ground Works","Mr Patrick","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,15,6,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/greenpowergroundworks",greenpowergroundworks
"Preformed Substructures Ltd","Mr Chris","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.89,,,,34,1,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/preformedsubstructuresltd",preformedsubstructuresltd
"Hyb Construction ltd","Mr Hysni","Groundworks","Surbiton and","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",,,,,,1,"",Yes,No,Yes,"https://www.checkatrade.com/trades/hybconstructionltd",hybconstructionltd
"John Ward Groundworks","Mr John","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,14,2,"",No,Yes,Yes,"https://www.checkatrade.com/trades/johnwardgroundworks",johnwardgroundworks
"NJ Construction group Ltd","Mr Jeremy","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.44,9.33,9.67,9.33,9,1,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/njconstructiongroupltd",njconstructiongroupltd
"Paul Watts Groundworks","Mr Paul","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,97,14,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/paulwattsgroundworks",paulwattsgroundworks
"O.P.L Groundwork’s","Mr Oliver","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.98,9.95,10,10,48,3,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/oplgroundworks1092023",oplgroundworks1092023
"BD Groundworks & Construction","Mr Bobby","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",10,10,10,10,102,10,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/bdgroundworksandconstruction",bdgroundworksandconstruction
"DMS Brickwork & Groundwork","Mr Jack","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.87,9.8,9.8,10,24,2,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/dmsbrickworkandgroundwork",dmsbrickworkandgroundwork
"J & M Resurfacing Ltd","Mr Jim","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.94,9.91,9.91,10,86,10,"724677021",Yes,Yes,Yes,"https://www.checkatrade.com/trades/jandmresurfacing",jandmresurfacing
"JEB Ground Construction & Services Ltd","Mr Jason","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=4965dc77-7434-41f1-b934-584c293d08d3&cat_web_session_id=04af5066-39a1-496f-804f-c3c53f6c3a05&banner_location=header",9.92,10,10,9.75,90,9,"406631124",Yes,Yes,Yes,"https://www.checkatrade.com/trades/jebgroundconstructionandservicesltd",jebgroundconstructionandservicesltd
"Mrk Plant","Mr. Matthew Knight","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=83e79123-454e-45f8-aad4-8beeed6dc2e9&cat_web_session_id=78dbb25d-04b2-43f4-a5ae-82c0e0ecbe9c&banner_location=header",,,,,,5,"",No,No,Yes,"https://www.checkatrade.com/trades/mrkplant",mrkplant
"Rexhaj Ground Worker","Mr Luan","Groundworks","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=83e79123-454e-45f8-aad4-8beeed6dc2e9&cat_web_session_id=78dbb25d-04b2-43f4-a5ae-82c0e0ecbe9c&banner_location=header",9.96,9.88,10,10,40,4,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/rexhajgroundworker",rexhajgroundworker
