company_name,owner_name,trade_type,location,website_url,overall_rating,quality_rating,reliability_rating,communication_rating,review_count,years_on_checkatrade,vat_number,is_ltd,free_estimates,emergency_callout,profile_url,handle
"Alpha Driveways & Roofing","Mr Gerard","Roofer","local surrounding","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.98,9.95,10,10,20,1,"",Yes,No,Yes,"https://www.checkatrade.com/trades/alphadrivewaysroofing",alphadrivewaysroofing
"JT Roofing & Leadworks Specialist","Mr. Jason Mansell","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.97,9.98,9.98,9.94,124,5,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/jtroofingandleadworksspecialist971903",jtroofingandleadworksspecialist971903
"Hammerslater Roofing","Mr Daniel","Roofer","Luton and","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",10,10,10,10,5,,"",No,Yes,Yes,"https://www.checkatrade.com/trades/hammerslaterroofing",hammerslaterroofing
"Elite Roofing & Guttering","Mr Jaagatjot","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.77,9.74,9.84,9.74,19,1,"",No,Yes,Yes,"https://www.checkatrade.com/trades/eliteroofingguttering",eliteroofingguttering
"Ridgeline Property Maintenance","Mr Daniel","Roofer","the following","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",10,10,10,10,37,9,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/ridgelinepropertymaintenance",ridgelinepropertymaintenance
"Roof Empire Ltd","Mr Martynas","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.82,9.73,9.82,9.91,49,3,"474268465",Yes,Yes,Yes,"https://www.checkatrade.com/trades/roofempireltd",roofempireltd
"A&G Roofing And Building Ltd","Mr. Danut Adrian","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",10,10,10,10,58,5,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/aandgroofingandbuildingltd989705",aandgroofingandbuildingltd989705
"Carter Home Improvements Ltd","Mr Michael","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.83,10,9.5,10,6,,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/carterhomeimprovementsltd",carterhomeimprovementsltd
"RW Roofers LTD","Mr Richard","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.96,9.95,10,9.95,39,2,"485009581",Yes,Yes,Yes,"https://www.checkatrade.com/trades/rwroofersltd",rwroofersltd
"Modern Roofing Solutions","Mr Steven","Roofer","all aspects","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.94,9.88,9.94,10,17,1,"",No,No,Yes,"https://www.checkatrade.com/trades/modernroofingsolutions5926594",modernroofingsolutions5926594
"Elite Building & Roofing Co Ltd","Mr Kyro","Roofer","London and","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.93,9.96,9.92,9.89,120,2,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/elitebuildingandroofingco",elitebuildingandroofingco
"Skyline Roofer","Mr Lewis","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.98,9.93,10,10,16,1,"",No,Yes,Yes,"https://www.checkatrade.com/trades/skylineroofer",skylineroofer
"Best Fix Roofing Solutions Ltd","","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.93,9.91,9.96,9.94,61,1,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/bestfixroofingsolutionsltd",bestfixroofingsolutionsltd
"J Line Roofer","Mr John","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.36,9.41,9.23,9.45,22,1,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/jlineroofer",jlineroofer
"Superior Roofing","Mr Thomas","Roofer","Paddington","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",10,10,10,10,44,1,"",No,Yes,Yes,"https://www.checkatrade.com/trades/superiorroofing5932851",superiorroofing5932851
"Keay Roofing and Maintenance Services Ltd","Mr Richard","Roofer","residential and","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.77,9.68,9.7,9.93,205,5,"990697069",Yes,Yes,Yes,"https://www.checkatrade.com/trades/keayroofingservices",keayroofingservices
"CitySwift Maintenance Ltd","Mr Daniel","Roofer","Essex","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.86,9.86,9.86,9.86,7,,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/cityswiftmaintenanceltd",cityswiftmaintenanceltd
"Olympic Roofing","Mr Jake","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.97,9.92,10,10,19,1,"",Yes,No,Yes,"https://www.checkatrade.com/trades/olympicroofing985828",olympicroofing985828
"FNB Roofing & Building Ltd","Mr Frank","Roofer","London","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.96,10,10,9.89,95,2,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/fnbroofingandbuilding",fnbroofingandbuilding
"The Roofing & Building Experts Ltd","Mr Edward","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.8,9.8,9.8,9.8,29,3,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/theroofingandbuildingexperts",theroofingandbuildingexperts
"Hamilton Roofing And Building Limited","Mr Michael","Roofer","Fulham","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.94,10,9.83,10,147,1,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/hamiltonroofingandbuilding276066",hamiltonroofingandbuilding276066
"Finestone Roofers and Decorators","Mr Michael","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.84,9.8,9.86,9.86,304,7,"379668031",Yes,Yes,Yes,"https://www.checkatrade.com/trades/finestoneroofersanddecorators",finestoneroofersanddecorators
"Marshall Roofing And Building","Mr Sean","Roofer","London and","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.94,9.83,10,10,6,,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/marshallroofingandbuilding",marshallroofingandbuilding
"CITI ROOFING LTD","Mr Ahmed","Roofer","London and","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.82,9.62,10,9.85,13,1,"",Yes,No,Yes,"https://www.checkatrade.com/trades/citiroofingltd",citiroofingltd
"Quality Roofing & Guttering Ltd","Thomas Harrison","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",10,10,10,10,3,2025,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/qualityroofinggutteringltd",qualityroofinggutteringltd
"JR Roofing And Sons","Mr Jack","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",10,10,10,10,70,2,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/jrroofingandsons1121448",jrroofingandsons1121448
"Arken Stone Roofing Specialist","Mr Alfie","Roofer","London","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",10,10,10,10,13,1,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/arkenstoneroofingspecialist",arkenstoneroofingspecialist
"R Garratt Roofing","Mr Ricky","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.88,9.91,9.91,9.82,30,3,"",No,Yes,Yes,"https://www.checkatrade.com/trades/rgarrattroofing1094481",rgarrattroofing1094481
"N.H.R.B.S Roofing Services","Mr Mark","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",10,10,10,10,15,1,"285566459",Yes,No,Yes,"https://www.checkatrade.com/trades/nunheadroofing",nunheadroofing
"Pilling Bros Roofing","Mr Lewis","Roofer","London and","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.94,9.82,10,10,12,1,"",No,No,Yes,"https://www.checkatrade.com/trades/pillingbrosroofing",pillingbrosroofing
"D Doyle Roofing","Mr Dennis","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.83,9.8,9.8,9.9,10,,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/ddoyleroofing5936244",ddoyleroofing5936244
"Buildings and Restorations Limited","Mr David","Roofer","all aspects","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.96,10,9.88,10,130,9,"306255034",Yes,Yes,Yes,"https://www.checkatrade.com/trades/buildingsandrestorations422927",buildingsandrestorations422927
"RAH AND SON ROOFING LIMITED","Mr Ryan","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.92,9.94,9.97,9.97,740,11,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/rahroofing",rahroofing
"Wiffen & Sons Ltd","Mr Andrew","Roofer","Essex we","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.93,9.9,10,9.9,211,9,"254633992",Yes,Yes,Yes,"https://www.checkatrade.com/trades/wiffenandsons",wiffenandsons
"Vintage Roofing And Building Ltd","","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",10,10,10,10,72,1,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/vintageroofingandbuildingltd",vintageroofingandbuildingltd
"ABR Services","Mr Brae","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.92,9.9,9.95,9.9,21,1,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/abrservices",abrservices
"J & S Turton Ltd","Mr Jeffrey","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",10,10,10,10,56,7,"791958077",Yes,Yes,Yes,"https://www.checkatrade.com/trades/jsturtonltd",jsturtonltd
"P.M.R.","Mr Perry","Roofer","many different","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",10,10,10,10,56,7,"240036457",Yes,Yes,Yes,"https://www.checkatrade.com/trades/pmr555527",pmr555527
"B B Roofing Contractors","Mr Brian","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.96,9.96,10,9.93,213,3,"",Yes,No,Yes,"https://www.checkatrade.com/trades/bbroofingcontractors",bbroofingcontractors
"The Construction Solutions Group Ltd","Mr Aaron","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.97,9.9,10,10,209,8,"348534773",Yes,Yes,Yes,"https://www.checkatrade.com/trades/constructionssolutionsgroup",constructionssolutionsgroup
"MJ roofing & Landscaping Ltd","Mr Martin","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.95,10,9.93,9.93,31,2,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/mjroofinglandscapingltd",mjroofinglandscapingltd
"JCM Roofing Limited","Mrs Berry","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.81,9.86,9.82,9.75,28,1,"",Yes,No,Yes,"https://www.checkatrade.com/trades/jcmroofinglimited",jcmroofinglimited
"Roofgen Ltd","Mr Charlie","Roofer","the local","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.96,10,10,9.89,9,1,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/roofgenltd",roofgenltd
"Clarkes Fibreglass Roofing Ltd.","Mr Thomas","Roofer","almost any","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",10,10,10,10,14,2,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/clarkesfibreglassroofing327282",clarkesfibreglassroofing327282
"AMF Roofing","Mr. Anthony Fitzgerald","Roofer","all aspects","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.89,9.94,9.85,9.87,230,,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/amfroofing1012485",amfroofing1012485
"T J McCarthy Roofing & Building","Mr Thomas","Roofer","Aylesbury and","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.93,9.8,10,10,23,3,"",No,No,Yes,"https://www.checkatrade.com/trades/tjmccarthyroofingbuilding",tjmccarthyroofingbuilding
"Rosenberry's Limited","Mr John","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",10,10,10,10,41,1,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/rosenberrysltd",rosenberrysltd
"Johnstons Property Solutions Ltd","Mr Shane","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",10,10,10,10,15,2,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/johnstonspropertysolutionsltd",johnstonspropertysolutionsltd
"Mng Roofing Ltd","Mr Ozgur","Roofer","accidental damage","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.97,9.91,10,10,11,1,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/mngroofingltd",mngroofingltd
"CJ Roofing & Home Improvements Ltd","Mr Charles","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",10,10,10,10,74,8,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/cjroofingandhomeimprovements",cjroofingandhomeimprovements
"First Class Roofing & Building Services Ltd","Mr. Tommy Nevin","Roofer","all aspects","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.84,9.86,9.89,9.77,124,4,"465882936",Yes,Yes,Yes,"https://www.checkatrade.com/trades/firstclassroofingandbuildingservices1050466",firstclassroofingandbuildingservices1050466
"Brookmans Roofing Limited","Mr James","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.91,9.86,9.96,9.89,88,2,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/brookmansroofing",brookmansroofing
"AllPro Roofing & Guttering Limited","Mr Denis","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.77,9.68,9.79,9.84,133,7,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/allproroofinggutteringlimited",allproroofinggutteringlimited
"St.Albans Roofing and Building","Mr Emma","Roofer","St Albans","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.94,9.83,10,10,6,,"",No,No,Yes,"https://www.checkatrade.com/trades/stalbansroofingandbuilding",stalbansroofingandbuilding
"DryFix Roofing","Benjamin Curtin","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.83,10,9.75,9.75,4,2025,"",No,No,Yes,"https://www.checkatrade.com/trades/dryfixroofing15005204",dryfixroofing15005204
"United Front Roofing","Mr Ciaran","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.97,9.95,9.95,10,20,1,"",No,Yes,Yes,"https://www.checkatrade.com/trades/unitedfrontroofing",unitedfrontroofing
"Town & City Roofing Ltd","Mr James","Roofer","","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.99,10,9.97,10,223,3,"",Yes,Yes,Yes,"https://www.checkatrade.com/trades/townandcityroofingltd",townandcityroofingltd
"Rightway Home Improvements","Mr Jack","Roofer","Staines and","https://9tuma.app.link/kLTh3RAdIQb?cat_web_device_id=8bf5cfc9-5956-49fe-b2be-b90cfe44ba76&cat_web_session_id=3859de8d-e5fa-4e0e-b804-42680812fa0c&banner_location=header",9.97,9.91,10,10,11,,"",Yes,No,Yes,"https://www.checkatrade.com/trades/rightwayhomeimprovements5939272",rightwayhomeimprovements5939272
