company_name,owner_name,trade_type,location,website_url,overall_rating,review_count,years_experience,phone,verification_status,services,coverage_area,profile_url,source_platform
Harmony Floors,,Flooring Specialist,a 30 mile radius,https://harmonyfloors.co.uk/,5.0,19,,07308 501654,"vetted; Verified; verified; Insurance
Verified",,a 30 mile radius,https://www.trustatrader.com/traders/harmony-floors-flooring-specialists-en4-en5-and-n20,trustatrader
First Choice Carpets,,Flooring Specialist,"Bexley, Sidcup, Erith, Dartford, Northfleet, Gravesend, Medway and surrounding areas of South Ea",https://firstchoicecarpets.co.uk/,5.0,12,,07308 501067,vetted; Verified; verified,,"Bexley, Sidcup, Erith, Dartford, Northfleet, Gravesend, Medway and surrounding areas of South Ea",https://www.trustatrader.com/traders/first-choice-carpets-flooring-specialists-sidcup-and-foots-cray,trustatrader
Waterside Commercial Flooring Ltd,,Flooring Specialist,London and The South East,https://www.watersideflooring.co.uk/,4.99,16,,07307 223978,"vetted; Verified; verified; Insurance
Verified",,London and The South East,https://www.trustatrader.com/traders/waterside-commercial-flooring-ltd-flooring-specialists-hatfield-and-hertford,trustatrader
Multi Floors,,Flooring Specialist,"London, Essex, Hertfordshire, Kent, Surrey, Suffolk and Sussex",https://multifloors.uk/,4.98,64,,07307 256777,vetted; Verified; verified,,"London, Essex, Hertfordshire, Kent, Surrey, Suffolk and Sussex",https://www.trustatrader.com/traders/multi-floors-flooring-specialists-brentwood-epping-forest,trustatrader
Raoof's Carpets & Flooring,,Flooring Specialist,"London, Hertfordshire and Bedfordshire",https://www.stsflooring.co.uk/,4.96,57,,07307 277037,vetted; Verified; verified,,"London, Hertfordshire and Bedfordshire",https://www.trustatrader.com/traders/raoofs-carpets-flooring-flooring-specialists-luton,trustatrader
K&A Flooring Limited,,Flooring Specialist,"Hertfordshire, Essex and London",https://kaflooring.co.uk/,5.0,6,,07360 265205,"vetted; Verified; verified; Insurance
Verified",,"Hertfordshire, Essex and London",https://www.trustatrader.com/traders/k-a-flooring-limited-flooring-specialists-hoddeson-and-waltham-cross-,trustatrader
David Charles Flooring,,Flooring Specialist,Hatfield and all surrounding areas within 20 miles,http://www.davidcharlesflooring.co.uk/,4.98,74,20,07307 205639,vetted; Verified; verified,,Hatfield and all surrounding areas within 20 miles,https://www.trustatrader.com/traders/david-charles-flooring-flooring-specialists-welwyn-hatfield-hertsmere,trustatrader
Naturally Wooden Floors,,Flooring Specialist,"London, Essex and Hertfordshire",http://www.naturallywoodenfloors.co.uk/,4.98,23,,07360 270142,"vetted; Verified; verified; Insurance
Verified",,"London, Essex and Hertfordshire",https://www.trustatrader.com/traders/naturally-wooden-floors-flooring-specialists-epping-and-harlow,trustatrader
FloorCraft Flooring Specialists,,Flooring Specialist,Essex and surrounding area,http://www.floorcraftessex.co.uk/,4.96,94,,07307 201828,vetted; Verified; verified,,Essex and surrounding area,https://www.trustatrader.com/traders/floorcraft-flooring-specialists-brentwood-and-ingatestone,trustatrader
Eastbrook Flooring Ltd,,Flooring Specialist,"Hertfordshire, Bedfordshire and Buckinghamshire",https://www.eastbrookflooring.co.uk/,4.99,84,,07360 266550,vetted; Verified; verified,,"Hertfordshire, Bedfordshire and Buckinghamshire",https://www.trustatrader.com/traders/eastbrook-flooring-ltd-flooring-specialists-dacorum,trustatrader
Simply Flooring Experts Ltd,,Flooring Specialist,"all areas within a 50 mile radius of Hemel Hempstead, including London, Cambridge, Basildon, Oxf",http://www.simplyflooringexperts.co.uk/,5.0,381,50,07360 280192,vetted; Verified; verified,,"all areas within a 50 mile radius of Hemel Hempstead, including London, Cambridge, Basildon, Oxf",https://www.trustatrader.com/traders/simply-flooring-experts-ltd-flooring-specialists-three-rivers-dacorum,trustatrader
Comfy Carpets,,Flooring Specialist,"East Grinstead, Horley, Tunbridge, Tunbridge Wells, Lingfield, and Croydon,",https://comfycarpets.co.uk/,5.0,17,,07307 211365,vetted; Verified; verified,,"East Grinstead, Horley, Tunbridge, Tunbridge Wells, Lingfield, and Croydon,",https://www.trustatrader.com/traders/comfy-carpets-flooring-specialists-crawley-east-and-east-grinstead,trustatrader
CH Flooring,,Flooring Specialist,Kent,https://www.trustagarage.com/,5.0,7,,07307 246769,vetted; Verified; verified,,Kent,https://www.trustatrader.com/traders/ch-flooring-flooring-specialists-west-malling-and-gravesham,trustatrader
Harris Flooring,,Flooring Specialist,"Essex, Greater London, Balham, Fulham, Clapham, Teddington, Richmond, Mitcham, Bromley, Reading,",https://www.harris-flooring.co.uk/,4.97,23,,07307 212104,vetted; Verified; verified,,"Essex, Greater London, Balham, Fulham, Clapham, Teddington, Richmond, Mitcham, Bromley, Reading,",https://www.trustatrader.com/traders/harris-flooring-flooring-specialists-lightwater-and-guildford-west,trustatrader
Wickford Flooring Solutions Ltd,,Flooring Specialist,Wickford,http://wickfordflooringsolutions.co.uk/,4.94,247,,07307 292213,"vetted; Verified; verified; Insurance
Verified",,Wickford,https://www.trustatrader.com/traders/wickford-flooring-solutions-ltd-flooring-specialists-southend-on-sea,trustatrader
Paul Horsnell,,Flooring Specialist,"Essex, Hertfordshire and all surrounding areas",https://www.trustagarage.com/,4.92,94,35,07307 204833,vetted; Verified; verified,,"Essex, Hertfordshire and all surrounding areas",https://www.trustatrader.com/traders/paul-horsnell-flooring-specialists-rochford-castle-point,trustatrader
Godfrey Flooring Services,,Flooring Specialist,"Kent, Medway and London",https://www.tiktok.com/@godfreyflooringse?_t=8jlk0xbk9EO&_r=1,5.0,13,,07455 755759,vetted; Verified; verified,,"Kent, Medway and London",https://www.trustatrader.com/traders/godfrey-flooring-services-flooring-specialists-medway-north,trustatrader
Love Flooring,,Flooring Specialist,South East England and the surrounding areas,https://www.love-flooring.co.uk/,4.97,15,,07360 274179,"vetted; Verified; verified; Insurance
Verified",,South East England and the surrounding areas,https://www.trustatrader.com/traders/love-flooring-flooring-specialists-chelmsford-south-and-billericay-east,trustatrader
UK Wood Floors Ltd,,Flooring Specialist,nationwide,http://www.ukwoodfloors.co.uk/,4.82,413,,07360 280363,vetted; Verified; verified,,nationwide,https://www.trustatrader.com/traders/uk-wood-floors-ltd-flooring-specialists-hart-rushmoor,trustatrader
Edmund Collins Flooring Solutions & Services,,Flooring Specialist,Kent,http://www.edmundcollins.co.uk/,4.84,64,,07307 212610,vetted; Verified; verified,,Kent,https://www.trustatrader.com/traders/edmund-collins-flooring-solutions-services-flooring-specialists-maidstone,trustatrader
BGM Carpets,,Flooring Specialist,"Hitchin, Stevenage, Letchworth and surrounding areas",https://www.trustagarage.com/,4.96,32,,07307 273532,vetted; Verified; verified,,"Hitchin, Stevenage, Letchworth and surrounding areas",https://www.trustatrader.com/traders/bgm-carpets-flooring-specialists-north-herts-and-ware,trustatrader
Flooring In Detail,,Flooring Specialist,"Farnham, Aldershot, Hook, Basingstoke, Alton, Guildford, Godalming, Farnborough, Camberley and s",https://youtu.be/1xpNEZjl9VI?si=GVuJMiCO2dU-6C_B,4.99,22,,07307 205263,"vetted; Verified; verified; insurance
Verified",,"Farnham, Aldershot, Hook, Basingstoke, Alton, Guildford, Godalming, Farnborough, Camberley and s",https://www.trustatrader.com/traders/lees-lvts-flooring-specialists-aldershot-and-farnham,trustatrader
1 TO 1 Flooring Limited,,Flooring Specialist,the South East,https://121-flooring.co.uk/,5.0,7,,07367 050421,vetted; Verified; verified,,the South East,https://www.trustatrader.com/traders/1-to-1-flooring-limited-flooring-specialists-swale,trustatrader
JJM Flooring Specialists,,Flooring Specialist,Reading and all areas within 50 miles,http://www.jjmflooring.co.uk/,4.94,154,,07307 203548,vetted; Verified; verified,,Reading and all areas within 50 miles,https://www.trustatrader.com/traders/jjm-flooring-specialists-reading,trustatrader
D5 Flooring Specialist,,Flooring Specialist,"Buckingham, Dunstable, Northampton and Bedford and all surrounding areas",https://www.trustagarage.com/,4.93,17,,07360 273683,vetted; Verified; verified,,"Buckingham, Dunstable, Northampton and Bedford and all surrounding areas",https://www.trustatrader.com/traders/d5-flooring-specialist-flooring-specialists-bletchley,trustatrader
PD Flooring,,Flooring Specialist,"Milton Keynes, Northamptonshire and Bedfordshire",https://www.trustagarage.com/,4.93,59,23,07307 209362,vetted; Verified; verified,,"Milton Keynes, Northamptonshire and Bedfordshire",https://www.trustatrader.com/traders/pd-flooring-flooring-specialists-milton-keynes,trustatrader
Terry Shipp Carpet Fitter,,Flooring Specialist,Buckinghamshire and surrounding areas,https://www.trustagarage.com/,5.0,20,,07307 247279,vetted; Verified; verified,,Buckinghamshire and surrounding areas,https://www.trustatrader.com/traders/terry-shipp-carpet-fitter-flooring-specialists-milton-keynes-central,trustatrader
Michael John Stanger Services Ltd,,Flooring Specialist,"Bedford, Luton, Milton Keynes",https://www.trustagarage.com/,4.91,9,,07463 586057,vetted; Verified; verified,,"Bedford, Luton, Milton Keynes",https://www.trustatrader.com/traders/michael-john-stanger-services-ltd-flooring-specialists-bedford-central,trustatrader
LJ Flooring Services,,Flooring Specialist,"Ashford, Kent",https://www.trustagarage.com/,4.93,15,,07307 212415,vetted; Verified; verified,,"Ashford, Kent",https://www.trustatrader.com/traders/lj-flooring-services-flooring-specialists-ashford-kent-central,trustatrader
Southern Liquid Screed Ltd,,Flooring Specialist,all surrounding areas,https://www.southernliquidscreed.com/,4.94,20,,07360 265357,vetted; Verified; verified,,all surrounding areas,https://www.trustatrader.com/traders/southern-liquid-screed-ltd-flooring-specialists-east-hampshire-1-and-waterlooville,trustatrader
Floor Direct Ltd,,Flooring Specialist,Greater London,https://www.floordirectltd.co.uk/,4.9,110,,07360 272389,vetted; Verified; verified,,Greater London,https://www.trustatrader.com/traders/floor-direct-ltd-flooring-specialists-islington,trustatrader
CountryLife Flooring,,Flooring Specialist,London and surrounding areas,http://www.essex-flooring.com/,4.93,117,23,07360 497305,vetted; Verified; verified,,London and surrounding areas,https://www.trustatrader.com/traders/countrylife-flooring-flooring-specialists-city-of-westminister-and-pimlico,trustatrader
Floor Direct Ltd,,Flooring Specialist,Greater London,https://www.floordirectltd.co.uk/,4.9,110,,07360 272389,vetted; Verified; verified,,Greater London,https://www.trustatrader.com/traders/floor-direct-ltd-flooring-specialists-nw2,trustatrader
Floor Direct Ltd,,Flooring Specialist,Greater London,https://www.floordirectltd.co.uk/,4.9,110,,07360 272389,vetted; Verified; verified,,Greater London,https://www.trustatrader.com/traders/floor-direct-ltd-flooring-specialists-w6-and-sw6,trustatrader
Fastway Flooring,,Flooring Specialist,"Bromley, Beckenham, Orpington, Eltham, Sidcup, Dartford, Catford, Biggin Hill, Sevenoaks, Westwi",https://www.fastwayflooring.co.uk/,5.0,12,,07360 274064,"vetted; Verified; verified; Insurance
Verified",,"Bromley, Beckenham, Orpington, Eltham, Sidcup, Dartford, Catford, Biggin Hill, Sevenoaks, Westwi",https://www.trustatrader.com/traders/fastway-flooring-flooring-specialists-br2-br4-and-tn16,trustatrader
CountryLife Flooring,,Flooring Specialist,Barnet and surrounding areas,http://www.essex-flooring.com/,4.93,117,23,07360 497305,vetted; Verified; verified,,Barnet and surrounding areas,https://www.trustatrader.com/traders/countrylife-flooring-flooring-specialists-en4-en5-and-n20,trustatrader
Acorn Floor Sanding Ltd,,Flooring Specialist,"Dorset, Hampshire and Wiltshire",http://www.acornfloorsanding.co.uk/,4.83,22,,07307 203728,"vetted; Verified; verified; insurance
Verified",,"Dorset, Hampshire and Wiltshire",https://www.trustatrader.com/traders/acorn-floor-sanding-ltd-flooring-specialists-bournemouth-3,trustatrader
Daniel Buyers Carpet Fitting,,Flooring Specialist,Poole and surrounding areas,https://www.carpetfitterpooledorset.co.uk/,5.0,9,30,07307 201247,"vetted; Verified; verified; Insurance
Verified",,Poole and surrounding areas,https://www.trustatrader.com/traders/daniel-buyers-carpet-fitting-flooring-specialists-poole,trustatrader
KN Flooring LLP,,Flooring Specialist,"Swindon, Chippenham, Wantage, Marlborough",https://www.knflooring.co.uk/,5.0,7,,07307 221689,vetted; Verified; verified,,"Swindon, Chippenham, Wantage, Marlborough",https://www.trustatrader.com/traders/kn-flooring-llp-flooring-specialists-swindon-north-central,trustatrader
KA Flooring,,Flooring Specialist,Dorset,https://www.trustagarage.com/,5.0,5,,07360 273242,vetted; Verified; verified,,Dorset,https://www.trustatrader.com/traders/ka-flooring-flooring-specialists-weymouth,trustatrader
Master Floors,,Flooring Specialist,"Medway, Swale, Maidstone, Gravesend, Ashford, Canterbury, Whitstable and Herne Bay",https://masterfloors.co.uk/,5.0,7,,07830 304048,"vetted; Verified; verified; Insurance
Verified",,"Medway, Swale, Maidstone, Gravesend, Ashford, Canterbury, Whitstable and Herne Bay",https://www.trustatrader.com/traders/master-floors-ltd-flooring-specialists-faversham-and-lenham,trustatrader
D&S Flooring,,Flooring Specialist,Chatham and surrounding areas,https://www.trustagarage.com/,5.0,27,,07307 281027,vetted; Verified; verified,,Chatham and surrounding areas,https://www.trustatrader.com/traders/d-s-flooring-flooring-specialists-chatham,trustatrader
The Vine Brothers Flooring Company,,Flooring Specialist,Lancing and a 30 mile radius,https://www.vinebrothersflooringcompany.co.uk/,4.99,23,,07360 277106,vetted; Verified; verified,,Lancing and a 30 mile radius,https://www.trustatrader.com/traders/the-vine-brothers-flooring-company-flooring-specialists-worthing,trustatrader
Thames Valley Carpet & Flooring Ltd,,Flooring Specialist,"Crowthorne, Wokingham, Finchampstead, Eversley, Bracknell, Warfield, Binfield, Ascot, Winnersh,",https://tvcf.co.uk/,4.87,28,,07480 538653,vetted; Verified; verified,,"Crowthorne, Wokingham, Finchampstead, Eversley, Bracknell, Warfield, Binfield, Ascot, Winnersh,",https://www.trustatrader.com/traders/thames-valley-carpet-flooring-ltd-flooring-specialists-bracknell,trustatrader
The Flooring Company (Oxford) Ltd,,Flooring Specialist,"all Oxfordshire, Buckinghamshire and Northamptonshire areas",https://www.trustagarage.com/,4.99,83,,07307 208715,vetted; Verified; verified,,"all Oxfordshire, Buckinghamshire and Northamptonshire areas",https://www.trustatrader.com/traders/the-flooring-company-oxford-ltd-flooring-specialists-bicester-and-woodstock,trustatrader
"Terry Shipp Carpet Fitter, Milton Keynes",,Flooring Specialist,Buckinghamshire and surrounding areas,https://www.trustagarage.com/,5.0,20,,07307 247279,vetted; Verified; verified,,Buckinghamshire and surrounding areas,https://www.trustatrader.com/traders/terry-shipp-carpet-fitter-carpet-fitters-milton-keynes-central,trustatrader
Northants Timber Floors,,Flooring Specialist,All areas within 100 miles of Northamton,http://www.northantstimberfloors.co.uk/,4.97,103,36,07307 208655,"vetted; Verified; verified; Insurance
Verified",,All areas within 100 miles of Northamton,https://www.trustatrader.com/traders/northants-timber-floors-flooring-specialists-northampton,trustatrader
Pro-Fit,,Flooring Specialist,"Gloucestershire, Worcestershire, Herefordshire",https://www.trustagarage.com/,4.98,7,,07782 214148,vetted; Verified; verified,,"Gloucestershire, Worcestershire, Herefordshire",https://www.trustatrader.com/traders/pro-fit-flooring-specialists-worcester-west,trustatrader
"Southern Liquid Screed Ltd, Petersfield",,Flooring Specialist,all surrounding areas,https://www.southernliquidscreed.com/,4.94,20,,07360 265357,vetted; Verified; verified,,all surrounding areas,https://www.trustatrader.com/traders/southern-liquid-screed-ltd-decorative-resin-flooring-east-hampshire-1-and-waterlooville,trustatrader
RB Floorlays,,Flooring Specialist,Tewkesbury 25 miles,https://www.trustagarage.com/,5.0,23,,07360 273066,vetted; Verified; verified,,Tewkesbury 25 miles,https://www.trustatrader.com/traders/rb-floorlays-flooring-specialists-tewkesbury,trustatrader
Op Home Improvements,,Flooring Specialist,Evesham,https://www.trustagarage.com/,4.94,8,,07307 227588,vetted; Verified; verified,,Evesham,https://www.trustatrader.com/traders/op-home-improvements-flooring-repairs-worcester-east,trustatrader
Pendress Flooring,,Flooring Specialist,"Dudley, Sedgley, Wolverhampton, Stourbridge, Birmingham, Halesowen, Brierley Hill and all of the",https://pendressflooring.co.uk/,4.99,71,20,07307 209212,vetted; Verified; verified,,"Dudley, Sedgley, Wolverhampton, Stourbridge, Birmingham, Halesowen, Brierley Hill and all of the",https://www.trustatrader.com/traders/pendress-flooring-flooring-specialists-dudley-halesowen-bellevale-sedgley,trustatrader
JM Carpets and Flooring,,Flooring Specialist,"Coventry, West Midlands and Warwickshire",https://www.trustagarage.com/,4.95,22,,07307 224156,"vetted; Verified; verified; Insurance
Verified",,"Coventry, West Midlands and Warwickshire",https://www.trustatrader.com/traders/jm-carpets-and-flooring-flooring-specialists-coventry-outskirts,trustatrader
TSM Floors,,Flooring Specialist,Cambs,https://www.trustagarage.com/,4.94,66,30,07360 276520,vetted; Verified; verified,,Cambs,https://www.trustatrader.com/traders/tsm-floors-flooring-specialists-huntingdonshire,trustatrader
SWC Flooring Ltd,,Flooring Specialist,Bedfordshire and surrounding areas,https://www.swcflooring-bedford.co.uk/,4.96,26,,07462 238703,vetted; Verified; verified,,Bedfordshire and surrounding areas,https://www.trustatrader.com/traders/swc-flooring-ltd-flooring-specialists-bedford,trustatrader
Carpet Net,,Flooring Specialist,"Derbyshire, Staffordshire, Nottinghamshire and Leicestershire",https://carpetnet.wixsite.com/carpetnet,4.95,37,,03334 441 970,"vetted; Verified; verified; Insurance
Verified",,"Derbyshire, Staffordshire, Nottinghamshire and Leicestershire",https://www.trustatrader.com/traders/carpet-net-flooring-specialists-derby-north-west,trustatrader
Bloomsburys Carpets,,Flooring Specialist,"Great Houghton, Doncaster, Pontefract, Barnsley, Wakefield, Selby and Leeds",https://www.bloomsburys.co.uk/,4.97,18,,07307 202156,"vetted; Verified; verified; Insurance
Verified",,"Great Houghton, Doncaster, Pontefract, Barnsley, Wakefield, Selby and Leeds",https://www.trustatrader.com/traders/bloomsburys-carpets-flooring-specialists-barnsley-east,trustatrader
Ever After Flooring,,Flooring Specialist,Manchester and surrounding areas,http://www.everafterflooring.co.uk/,5.0,14,,07360 495721,vetted; Verified; verified,,Manchester and surrounding areas,https://www.trustatrader.com/traders/ever-after-flooring-flooring-specialists-oldham,trustatrader
Bodega Carpets and Flooring Ltd,,Flooring Specialist,Salford and surrounding areas,https://www.bodegacarpetsandflooring.co.uk/,5.0,7,,07360 541165,vetted; Verified; verified,,Salford and surrounding areas,https://www.trustatrader.com/traders/bodega-carpets-and-flooring-ltd-flooring-specialists-pendlebury-swinton-and-eccles,trustatrader
Stuart Ormes Flooring,,Flooring Specialist,Bolton,https://www.trustagarage.com/,5.0,8,,07308 501972,vetted; Verified; verified,,Bolton,https://www.trustatrader.com/traders/stuart-ormes-flooring-flooring-specialists-leeds-north,trustatrader
Only Solutions Floor Installations Specialists,,Flooring Specialist,Liverpool and all surrounding areas,https://www.trustagarage.com/,4.95,57,,07308 503440,vetted; Verified; verified,,Liverpool and all surrounding areas,https://www.trustatrader.com/traders/only-solutions-floor-installations-specialists-flooring-specialists-kirkdale-walton-and-orrell-park,trustatrader
"Bloomsburys Carpets, Barnsley",,Flooring Specialist,"Great Houghton, Doncaster, Pontefract, Barnsley, Wakefield, Selby and Leeds",https://www.bloomsburys.co.uk/,4.97,18,,07307 202156,"vetted; Verified; verified; Insurance
Verified",,"Great Houghton, Doncaster, Pontefract, Barnsley, Wakefield, Selby and Leeds",https://www.trustatrader.com/traders/bloomsburys-carpets-carpet-fitters-barnsley-east,trustatrader
"Bloomsburys Carpets, Barnsley",,Flooring Specialist,"Great Houghton, Doncaster, Pontefract, Barnsley, Wakefield, Selby and Leeds",https://www.bloomsburys.co.uk/,4.97,18,,07307 202156,"vetted; Verified; verified; Insurance
Verified",,"Great Houghton, Doncaster, Pontefract, Barnsley, Wakefield, Selby and Leeds",https://www.trustatrader.com/traders/bloomsburys-carpets-carpet-fitters---commercial-barnsley-east,trustatrader
Yorkshire Floor Care Ltd,,Flooring Specialist,Yorkshire and surrounding areas,https://www.yorkshirefloorcare.com/,4.98,9,,07915 905040,vetted; Verified; verified,,Yorkshire and surrounding areas,https://www.trustatrader.com/traders/yorkshire-floor-care-ltd-flooring-specialists-guiseley-otley-and-ilkley,trustatrader
Gondal Carpets,,Flooring Specialist,"Manchester, Stockport and incorporating a 20 mile radius",https://www.trustagarage.com/,5.0,10,,07380 328993,"vetted; Verified; verified; Insurance
Verified",,"Manchester, Stockport and incorporating a 20 mile radius",https://www.trustatrader.com/traders/gondal-carpets-flooring-specialists-wythenshawe,trustatrader
Passion Floors Ltd,,Flooring Specialist,all surrounding areas,http://www.passionfloors.co.uk/,5.0,16,,07307 224371,"vetted; Verified; verified; Insurance
Verified",,all surrounding areas,https://www.trustatrader.com/traders/passion-floors-ltd-flooring-specialists-sefton,trustatrader
Step-Ahead Flooring and Joinery,,Flooring Specialist,The whole of the North East of England,https://stepaheadflooring.co.uk/,5.0,6,,07886 079478,vetted; Verified; verified,,The whole of the North East of England,https://www.trustatrader.com/traders/step-ahead-flooring-and-joinery-flooring-specialists-middlesbrough-north-and-redcar,trustatrader
JT Flooring Specialists Ltd,,Flooring Specialist,"South Lanarkshire, North Lanarkshire and Glasgow",https://www.trustagarage.com/,4.97,20,,07308 501019,vetted; Verified; verified,,"South Lanarkshire, North Lanarkshire and Glasgow",https://www.trustatrader.com/traders/jt-flooring-specialists-ltd-glasgow-5,trustatrader
Flooring Scotland,,Flooring Specialist,Glasgow Edinburgh Stirling Dumbarton Ayr Hamilton,https://flooringscotland.co.uk/,4.96,31,,07307 205261,vetted; Verified; verified,,Glasgow Edinburgh Stirling Dumbarton Ayr Hamilton,https://www.trustatrader.com/traders/flooring-scotland-flooring-specialists-lanarkshire-kilsyth-cumbernauld-airdrie,trustatrader
"Flooring Scotland, Glasgow",,Flooring Specialist,Glasgow Edinburgh Stirling Dumbarton Ayr Hamilton,https://flooringscotland.co.uk/,4.96,31,,07307 205261,vetted; Verified; verified,,Glasgow Edinburgh Stirling Dumbarton Ayr Hamilton,https://www.trustatrader.com/traders/flooring-scotland-flooring-specialists---commercial-lanarkshire-kilsyth-cumbernauld-airdrie,trustatrader
